PassengerId,Survived
1077,0.04
1078,0.99
1079,0.44
1080,0.062
1081,0.02
1082,0.01
1083,0.8690732323232322
1084,0.18
1085,0.2
1086,0.88
1087,0.01
1088,0.88
1089,0.5551666666666666
1090,0.0
1091,0.86
1092,0.5098894634776987
1093,0.9483333333333335
1094,0.7234761904761905
1095,0.98
1096,0.0
1097,0.7679285714285714
1098,0.21184569531775416
1099,0.0
1100,0.98
1101,0.18979834054834047
1102,0.19893040293040287
1103,0.5925714285714284
1104,0.10428571428571429
1105,0.89
1106,0.31333333333333335
1107,0.1685
1108,0.8800693817250398
1109,0.1025
1110,0.99
1111,0.6789478696741854
1112,0.89
1113,0.0
1114,0.9208333333333333
1115,0.17840873015873018
1116,0.46
1117,0.4004404761904763
1118,0.0
1119,0.8800693817250398
1120,0.07466666666666666
1121,0.014166666666666666
1122,0.1642857142857143
1123,0.995
1124,0.1320952380952381
1125,0.10635480695812163
1126,0.7594761904761904
1127,0.0
1128,0.21
1129,0.3604999999999999
1130,0.9866666666666667
1131,1.0
1132,0.52
1133,0.73
1134,0.6893095238095238
1135,0.5925714285714284
1136,0.03
1137,0.4541666666666667
1138,0.96
1139,0.085
1140,1.0
1141,0.4004404761904763
1142,0.9
1143,0.005
1144,0.08
1145,0.003333333333333333
1146,0.4031136641136641
1147,0.5925714285714284
1148,0.10635480695812163
1149,0.05788264533734315
1150,0.9641666666666667
1151,0.17840873015873018
1152,0.0
1153,0.17840873015873018
1154,1.0
1155,0.8383333333333333
1156,0.52
1157,0.5925714285714284
1158,0.17433333333333334
1159,0.5925714285714284
1160,0.86
1161,0.008
1162,0.146
1163,0.10635480695812163
1164,0.93
1165,0.98
1166,0.17342565337998772
1167,0.99
1168,0.2303214285714286
1169,0.02
1170,0.05
1171,0.0
1172,0.05
1173,0.9343333333333333
1174,0.8800693817250398
1175,0.3
1176,0.12
1177,0.0
1178,0.5925714285714284
1179,0.23
1180,0.17342565337998772
1181,0.6789478696741854
1182,0.4928170024420022
1183,0.2876653156698823
1184,0.17342565337998772
1185,0.1225
1186,0.0
1187,0.0
1188,0.83
1189,0.0785
1190,0.1177650543900544
1191,0.030444369669326357
1192,0.4870476190476192
1193,0.20199999999999999
1194,0.0
1195,0.003333333333333333
1196,0.8800693817250398
1197,0.89
1198,0.18166666666666667
1199,0.9343333333333333
1200,0.0825
1201,0.06
1202,0.38416666666666655
1203,0.4327857142857144
1204,0.5925714285714284
1205,0.1830679175399764
1206,0.93
1207,0.83
1208,0.31666666666666665
1209,0.29678571428571426
1210,0.5925714285714284
1211,0.04
1212,0.0
1213,0.05342171717171717
1214,0.0
1215,0.9344444444444444
1216,0.99
1217,0.0
1218,0.91
1219,0.146
1220,0.05
1221,0.22200000000000003
1222,0.98
1223,0.5509523809523811
1224,0.17342565337998772
1225,0.302
1226,0.5925714285714284
1227,0.16552164502164501
1228,0.16733333333333333
1229,0.08266666666666665
1230,0.13188600288600288
1231,0.17342565337998772
1232,0.0
1233,0.4870476190476192
1234,0.0975
1235,0.97
1236,0.03
1237,0.3278333333333333
1238,0.0
1239,0.33375
1240,0.0
1241,0.98
1242,0.99
1243,0.0
1244,0.04428571428571428
1245,0.166
1246,0.4075
1247,0.98
1248,0.99
1249,0.5925714285714284
1250,0.10635480695812163
1251,0.06652777777777778
1252,0.0
1253,0.95
1254,0.98
1255,0.6789478696741854
1256,0.91
1257,0.062
1258,0.0785
1259,0.27941666666666665
1260,0.99
1261,0.575
1262,0.065
1263,0.99
1264,0.07
1265,0.4310000000000001
1266,1.0
1267,0.99
1268,0.07
1269,0.22200000000000003
1270,0.03
1271,0.23
1272,0.10635480695812163
1273,0.02625476290994867
1274,0.5399166666666667
1275,0.16333333333333333
1276,0.0165
1277,0.99
1278,0.1881825396825396
1279,0.0
1280,0.06042857142857143
1281,0.33
1282,0.279859570984571
1283,1.0
1284,0.08
1285,0.01
1286,0.006666666666666666
1287,1.0
1288,0.01902829991645781
1289,1.0
1290,0.0
1291,0.05071428571428571
1292,1.0
1293,0.01
1294,1.0
1295,0.3733754440004439
1296,0.1807857142857143
1297,0.4936190476190476
1298,0.03
1299,0.2683095238095239
1300,0.8800693817250398
1301,0.5373333333333332
1302,0.8800693817250398
1303,0.96
1304,0.08
1305,0.6789478696741854
1306,1.0
1307,0.0
1308,0.6789478696741854
1309,0.0785
